rowid,kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
92,4832837,K00605.01,2.628,2.3,0.000016,20000,0.216,60,0.5,0.0000031,0.000000029,0.000012,0.00000046,0.000000098,2.2E-10,0.031,4524,69.91,-56.01,0.68,0.02,-0.025,0.72,0.024,-0.029,9.57,0.379,-0.328,389,13.83,-16.69,0.1,0.107,-0.074
93,4832837,K00605.02,5.065,0.82,0.0032,8.5,0.062,66,1.86,0.0000043,0.000000041,0.0022,0.00029,0.00011,0.00058,0.011,4524,69.91,-56.01,0.68,0.02,-0.025,0.72,0.024,-0.029,9.57,0.379,-0.328,389,13.83,-16.69,0.1,0.107,-0.074
94,5014753,K00606.01,3.171,16.61,0.34,370,0.044,1268,0.5,0.023,0.29,0.0034,0.0022,0.021,0.000000047,0.129,6064,129.19,-192.29,1.17,0.286,-0.147,1.12,0.106,-0.085,9.51,0.166,-0.273,959,232.14,-130.06,0.28,0.083,-0.142
95,5441980,K00607.01,5.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5562784,K00608.01,25.337,4.04,0.0056,3,0.1,169,0.5,0.00007,0.0013,0.0042,1.8E-17,3.3E-15,0.00000012,0.051,4769,93.83,-149.6,0.73,0.03,-0.034,0.77,0.036,-0.039,9.6,0.407,-0.373,383,19,-21.61,0.45,0.128,-0.223
97,5608566,K00609.01,4.397,10.83,0.3,1000,0.078,172,0.5,0.025,0.24,0.0017,0.005,0.032,0.00006,0.097,5783,78.04,-96.87,1.03,0.279,-0.098,1.02,0.055,-0.051,9.67,0.214,-0.403,868,234.07,-87.14,0.19,0.043,-0.082
98,5686174,K00610.01,14.282,1.62,0.000016,30,0.215,136,0.5,2.1E-10,0.0000013,0.000014,0.000000023,0.000000022,0.0000007,0.032,4200,45.27,-37.25,0.61,0.021,-0.022,0.64,0.026,-0.026,9.55,0.368,-0.341,259,12.44,-11.88,0.04,0.061,-0.03
99,6309763,K00611.01,3.252,13.49,0.41,830,0.058,58,0.5,0.081,0.29,0.00097,0.0078,0.037,0.000079,0.084,6393,289.09,-235.13,1.48,0.655,-0.304,1.3,0.233,-0.157,9.34,0.167,-0.161,1177,513.53,-253.26,0.27,0.187,-0.156
100,6587002,K00612.01,20.74,1.93,0.000018,220,0.193,77,0.57,2.7E-09,0.000001,0.000017,0.000000071,0.00000018,0.00000049,0.022,5168,66.54,-60.77,0.79,0.021,-0.022,0.85,0.029,-0.035,9.61,0.227,-0.308,452,14.19,-15.37,0.1,0.079,-0.067
101,6587002,K00612.02,47.428,2.28,0.000014,13,0.217,122,0.5,0.000000093,0.0000033,0.00001,2.4E-09,0.00000018,0.00000013,0.026,5168,66.54,-60.77,0.79,0.021,-0.022,0.85,0.029,-0.035,9.61,0.227,-0.308,452,14.19,-15.37,0.1,0.079,-0.067
102,6587002,K00612.03,122.08,3.15,0.14,6.1,0.188,243,0.72,0.0019,0.021,0.015,0.013,0.084,0.0016,0.036,5168,66.54,-60.77,0.79,0.021,-0.022,0.85,0.029,-0.035,9.61,0.227,-0.308,452,14.19,-15.37,0.1,0.079,-0.067
103,6960456,K00613.01,5.074,1.46,1,0.14,0.144,49,0.5,0.0000086,0.0000007,0.53,0.00032,0.065,0.4,0.015,5502,113.56,-160.97,0.89,0.116,-0.063,0.92,0.045,-0.057,9.67,0.356,-0.435,724,97.99,-56.73,0.34,0.099,-0.157
104,7368664,K00614.01,12.875,8.79,0.47,280,0.062,101,0.5,0.046,0.4,0.002,0.0046,0.02,0.000018,0.078,5864,162.86,-125.16,1.02,0.17,-0.095,1.02,0.073,-0.061,9.54,0.259,-0.326,907,153.67,-90.48,0.14,0.123,-0.099
105,8374580,K00615.01,176.243,43.82,0.99,16,0.001,506,0.5,0.054,0.79,0.022,0.026,0.1,0.00089,0.382,5661,91,-90.64,1.11,0.201,-0.146,0.98,0.048,-0.044,9.93,0.105,-0.275,874,160.24,-115.98,0.2,0.087,-0.089
106,9714696,K00616.01,1.433,2.29,0.056,290,0.208,216,0.5,0.000049,0.0026,0.024,0.00065,0.025,0.0032,0.019,6007,147.32,-207.96,1.09,0.282,-0.133,1.07,0.098,-0.085,9.53,0.189,-0.29,1105,285.03,-144.72,0.28,0.101,-0.163
107,9846086,K00617.01,37.865,59.74,0.99,130,0.001,195,0.5,0.15,0.77,0.008,0.024,0.041,0.00018,0.55,5772,114.75,-164.15,1,0.181,-0.092,1,0.057,-0.062,9.64,0.251,-0.381,844,153.42,-83.46,0.28,0.087,-0.14
108,10353968,K00618.01,9.071,3,0.00007,18,0.191,117,0.5,0.000000076,0.0000032,0.000051,0.00000076,0.000011,0.000004,0.032,5446,99.51,-84.39,0.86,0.083,-0.057,0.89,0.046,-0.055,9.62,0.393,-0.419,809,78.04,-59.09,0.12,0.093,-0.079
109,10384962,K00619.01,2.879,22.03,0.29,400,0.012,2065,0.5,0.0057,0.28,0.00027,0.000012,0.0001,1.3E-12,0.222,5667,77.85,-74.26,0.91,0.125,-0.071,0.94,0.045,-0.064,9.63,0.318,-0.391,721,100.09,-60.49,0.07,0.055,-0.052
110,11773022,K00620.01,45.155,8.6,0.00041,94,0.062,230,0.5,0.00036,0.0000051,0.000037,3.1E-20,6.8E-19,2.4E-09,0.074,5919,162.15,-147.71,1.06,0.202,-0.102,1.05,0.083,-0.066,9.54,0.224,-0.306,1014,196.09,-105.86,0.18,0.118,-0.116
111,11773022,K00620.02,130.177,11.75,0.015,7.4,0.077,577,0.5,0.00036,0.015,0.0000011,1.6E-32,1E-18,3.3E-19,0.101,5919,162.15,-147.71,1.06,0.202,-0.102,1.05,0.083,-0.066,9.54,0.224,-0.306,1014,196.09,-105.86,0.18,0.118,-0.116
112,11773022,K00620.03,85.317,6.7,0.68,19,0.052,319,0.6,0.071,0.4,0.04,0.033,0.13,0.0065,0.058,5919,162.15,-147.71,1.06,0.202,-0.102,1.05,0.083,-0.066,9.54,0.224,-0.306,1014,196.09,-105.86,0.18,0.118,-0.116
113,12251650,K00621.01,17.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,12417486,K00622.01,155.042,6.52,0.43,0.76,0.022,251,0.5,0.4,0.018,0.0029,0.0047,0.0034,0.0000031,0.075,5051,37.26,-33.2,2.66,0.322,-0.46,1.05,0.174,-0.027,10,0.044,-0.235,2114,258.45,-355.4,0.03,0.037,-0.018
115,12068975,K00623.01,10.35,1.28,0.000022,370,0.126,14,0.84,0.00000023,9.1E-09,0.000021,0.00000031,0.000000035,6.5E-09,0.01,6178,65.36,-58.24,1.17,0.036,-0.034,1.01,0.049,-0.051,9.73,0.083,-0.087,340,11.48,-11.14,0.03,0.045,-0.024
116,12068975,K00623.02,15.678,1.15,0.0000065,93,0.113,19,0.84,0.000000087,6.6E-09,0.0000064,0.000000013,9.9E-09,5.9E-09,0.009,6178,65.36,-58.24,1.17,0.036,-0.034,1.01,0.049,-0.051,9.73,0.083,-0.087,340,11.48,-11.14,0.03,0.045,-0.024
117,12068975,K00623.03,5.599,1.15,0.0000045,690,0.105,20,1.05,2.2E-10,0.0000021,0.0000022,2.7E-11,0.0000002,0.000000022,0.009,6178,65.36,-58.24,1.17,0.036,-0.034,1.01,0.049,-0.051,9.73,0.083,-0.087,340,11.48,-11.14,0.03,0.045,-0.024
118,12068975,K00623.04,25.21,0.9,0.00024,13,0.079,26,1.8,0.000000086,0.000012,0.00019,0.00000059,0.000011,0.000024,0.007,6178,65.36,-58.24,1.17,0.036,-0.034,1.01,0.049,-0.051,9.73,0.083,-0.087,340,11.48,-11.14,0.03,0.045,-0.024
119,3541946,K00624.01,17.79,3.1,0.000025,200,0.198,83,0.5,1.4E-11,0.00000081,0.000024,3.4E-10,4E-13,6.5E-09,0.028,5634,75.05,-62.5,0.93,0.047,-0.039,0.97,0.035,-0.035,9.58,0.231,-0.32,512,27.17,-23.42,0.07,0.069,-0.05
120,3541946,K00624.02,49.568,2.86,0.000085,140,0.204,149,0.51,0.000000073,0.00002,0.000053,0.0000002,0.000011,0.0000011,0.026,5634,75.05,-62.5,0.93,0.047,-0.039,0.97,0.035,-0.035,9.58,0.231,-0.32,512,27.17,-23.42,0.07,0.069,-0.05
121,3541946,K00624.03,1.312,1.65,0.000018,16000,0.147,22,0.5,0.0000064,2.9E-10,0.0000062,0.000001,0.0000044,4.7E-10,0.015,5634,75.05,-62.5,0.93,0.047,-0.039,0.97,0.035,-0.035,9.58,0.231,-0.32,512,27.17,-23.42,0.07,0.069,-0.05
122,4449034,K00625.01,38.139,173.01,0.99,23,0.001,142,0.5,0.15,0.68,0.024,0.049,0.086,0.0029,0.878,6749,139.38,-210.18,1.8,0.712,-0.341,1.48,0.235,-0.154,9.21,0.109,-0.092,1196,470.63,-226.46,0.5,0.074,-0.129
123,4478168,K00626.01,14.586,2.05,0.000091,53,0.211,39,0.66,0.00000025,0.000068,0.000017,0.0000058,0.00000023,0.00000017,0.018,6121,70.49,-67.76,1.17,0.166,-0.104,1.1,0.054,-0.056,9.56,0.128,-0.261,726,104.43,-65.84,0.06,0.056,-0.038
124,4478168,K00626.02,8.029,0.91,0.058,49,0.096,36,1.77,0.000037,0.0013,0.026,0.0005,0.0033,0.027,0.008,6121,70.49,-67.76,1.17,0.166,-0.104,1.1,0.054,-0.056,9.56,0.128,-0.261,726,104.43,-65.84,0.06,0.056,-0.038
125,4563268,K00627.01,7.752,2.23,0.000014,1100,0.195,31,0.5,0.000000032,0.0000026,0.000011,2.3E-09,0.000000036,0.000000073,0.019,5786,48.16,-42.27,0.96,0.026,-0.021,1.04,0.024,-0.021,9.18,0.146,-0.094,502,16.08,-13.36,0.02,0.028,-0.013
126,4563268,K00627.02,4.165,1.17,0.0014,44,0.099,20,0.87,1.3E-09,0.00059,0.00057,0.0000044,0.000027,0.00016,0.01,5786,48.16,-42.27,0.96,0.026,-0.021,1.04,0.024,-0.021,9.18,0.146,-0.094,502,16.08,-13.36,0.02,0.028,-0.013
127,4644604,K00628.01,14.486,2.09,0.000051,800,0.215,57,0.5,0.00000024,0.000012,0.000035,0.0000015,0.0000025,0.00000029,0.02,5818,89.46,-98.9,1.04,0.13,-0.086,1.01,0.043,-0.045,9.73,0.149,-0.33,687,85.72,-58.18,0.2,0.077,-0.086
128,4656049,K00629.01,40.699,3.65,0.000015,4.5,0.105,74,1.53,0.000000007,0.00000022,0.000014,2.7E-10,6.7E-15,0.00000012,0.023,6414,169.43,-214.9,1.44,0.565,-0.237,1.29,0.181,-0.137,9.35,0.137,-0.147,1111,417.11,-196.76,0.3,0.101,-0.144
129,4659405,K00630.01,4.532,7.32,1,31,0.053,123,1.08,0.000059,0.00034,0.44,0.0085,0.062,0.49,0.075,5532,117.44,-138.46,0.9,0.099,-0.064,0.93,0.048,-0.054,9.62,0.367,-0.41,518,57.56,-41.54,0.24,0.097,-0.131
130,4742414,K00631.01,15.458,8.29,0,24,0.059,35,0.5,9.6E-40,2E-23,3.1E-21,1.2E-69,1.5E-34,9E-20,0.06,5720,48.06,-47.72,1.27,0.273,-0.198,1,0.058,-0.042,9.94,0.056,-0.091,574,122.45,-90.74,0.27,0.015,-0.03
131,4827723,K00632.01,7.239,1.44,0.00042,230,0.131,29,0.6,2.9E-12,0.0000015,0.00041,0.0000031,0.0000043,0.0000014,0.015,5444,71.33,-59.66,0.84,0.019,-0.022,0.93,0.026,-0.029,9.28,0.208,-0.166,383,10.84,-11.67,0.08,0.07,-0.055
132,4841374,K00633.01,161.474,3.62,0.00002,7.4,0.177,114,0.63,8.4E-09,0.0000039,0.000016,3E-12,2.8E-10,5.8E-09,0.028,5829,99.57,-98.37,1.04,0.109,-0.075,1.02,0.046,-0.046,9.66,0.187,-0.326,657,69.19,-49.38,0.22,0.088,-0.088
133,4861736,K00634.01,6.278,7.54,1,3.7,0.059,422,0.84,0.11,0.87,0.0086,0.0042,0.0074,0.0000044,0.053,6240,312.55,-255.12,1.31,0.563,-0.247,1.19,0.235,-0.131,9.39,0.206,-0.198,910,395.15,-184.67,0.32,0.202,-0.175
134,5020319,K00635.01,16.72,2.42,0.56,0.033,0.205,60,0.5,0.55,0.0053,0.000054,1.6E-10,0.00054,0.000065,0.021,6140,69.7,-61.35,1.15,0.071,-0.058,1.13,0.036,-0.036,9.36,0.175,-0.175,587,38.34,-32.75,0.04,0.049,-0.028
135,5090690,K00636.01,12.012,36.36,0.99,430,0.001,81,0.5,0.16,0.83,0.00067,0.001,0.0067,0.00000054,0.2,6416,166.29,-200.54,1.66,0.727,-0.308,1.43,0.23,-0.144,9.23,0.139,-0.116,998,428.46,-189.09,0.24,0.109,-0.134
136,5098444,K00637.01,26.949,10.64,0.026,0.63,0.07,3867,0.5,0.024,1.1E-10,0.0022,4.4E-23,1.5E-63,5.4E-18,0.132,4961,70.21,-74.91,0.74,0.034,-0.045,0.78,0.04,-0.049,9.64,0.382,-0.404,313,16.23,-20.39,0.16,0.08,-0.102
137,5113822,K00638.01,23.642,3.74,1,0.083,0.194,90,0.5,0.25,0.098,0.26,0.000079,0.012,0.38,0.031,5708,66.73,-58.67,0.88,0.019,-0.018,0.96,0.021,-0.026,9.17,0.155,-0.106,492,12.5,-11.95,0.06,0.057,-0.039
138,5113822,K00638.02,67.093,3.97,0.000036,22,0.185,150,0.5,0.00000015,0.000035,0.0000011,3.5E-12,2.3E-11,1.3E-11,0.033,5708,66.73,-58.67,0.88,0.019,-0.018,0.96,0.021,-0.026,9.17,0.155,-0.106,492,12.5,-11.95,0.06,0.057,-0.039
139,5120087,K00639.01,17.98,3.39,0.000015,350,0.194,60,0.6,0.00000002,9.5E-09,0.000014,0.000000007,0.000000008,0.000000014,0.02,6182,89.87,-74.55,1.33,0.151,-0.101,1.24,0.056,-0.047,9.4,0.122,-0.207,842,93.82,-66.85,0.08,0.068,-0.051
140,5121511,K00640.01,30.997,2.27,0.000047,240,0.218,62,0.5,0.00000045,0.0000042,0.000033,0.000000029,0.0000093,0.00000024,0.024,5322,89.2,-80.02,0.84,0.024,-0.022,0.91,0.031,-0.029,9.47,0.249,-0.272,349,11.55,-10.77,0.17,0.095,-0.094
141,5131180,K00641.01,14.852,2.32,0.0056,390,0.209,110,2.04,3.8E-10,0.000025,0.0056,7.5E-09,0.000000035,0.000012,0.035,4204,55.72,-44.23,0.65,0.015,-0.014,0.67,0.022,-0.018,9.83,0.232,-0.383,159,5.29,-4.95,0.09,0.099,-0.063
142,5181817,K00642.01,4.35,1.59,0.94,200,0.177,31,4,0.000032,0.005,0.65,0.0062,0.034,0.25,0.013,5997,134.53,-155.97,1.11,0.3,-0.132,1.07,0.093,-0.077,9.55,0.198,-0.31,547,148.65,-69.04,0.21,0.09,-0.121
143,5309353,K00643.01,1.376,1.55,1,13,0.155,151,0.5,0.0089,0.01,0.055,0.00025,0.000000014,0.93,0.017,5292,51.84,-44.27,0.84,0.059,-0.033,0.89,0.032,-0.036,9.61,0.393,-0.398,541,38.76,-23.82,0.03,0.038,-0.019
144,5356593,K00644.01,45.978,15.28,0.054,57,0.054,625,0.5,0.0000053,0.054,0.00014,1.3E-22,2.7E-12,3.6E-13,0.143,5605,56.19,-65.31,0.98,0.223,-0.086,0.98,0.056,-0.043,9.76,0.233,-0.481,478,107.38,-41.98,0.45,0.021,-0.048
145,5374854,K00645.01,8.503,1.36,0.0044,220,0.169,46,0.78,1.5E-13,0.000011,0.0035,0.000025,0.00014,0.00075,0.013,5897,85.93,-95.72,1.16,0.23,-0.15,1.03,0.062,-0.06,9.78,0.106,-0.187,640,126.23,-82.05,0.42,0.073,-0.085
146,5374854,K00645.02,23.783,1.57,0.0053,9.9,0.187,50,2.52,2E-17,1.5E-11,0.0051,3.1E-13,0.0000019,0.00015,0.015,5897,85.93,-95.72,1.16,0.23,-0.15,1.03,0.062,-0.06,9.78,0.106,-0.187,640,126.23,-82.05,0.42,0.073,-0.085
147,5384802,K00646.01,3.042,62,0.99,63,0.001,66,0.5,0.27,0.45,0.004,0.015,0.26,0.00011,0.433,6416,86.67,-85.89,1.32,0.113,-0.096,1.23,0.053,-0.058,9.34,0.122,-0.149,908,79.81,-69.79,0.29,0.066,-0.067
148,5531694,K00647.01,5.17,1.82,0.0000039,470,0.184,17,0.51,0.00000055,0.00000012,0.00000077,7.7E-10,0.0000024,0.000000087,0.014,6073,87.04,-75.77,1.22,0.168,-0.149,1.03,0.075,-0.061,9.74,0.098,-0.165,744,103.28,-90.61,0.08,0.074,-0.055
149,5531694,K00647.02,8.113,0.77,0.018,12,0.063,34,2.16,0.000017,0.000000063,0.0058,0.00016,0.0029,0.0089,0.006,6073,87.04,-75.77,1.22,0.168,-0.149,1.03,0.075,-0.061,9.74,0.098,-0.165,744,103.28,-90.61,0.08,0.074,-0.055
150,7466863,K00677.01,11.971,4.91,0.9,30,0.051,65,0.5,0.026,0.49,0.14,0.029,0.11,0.1,0.035,6251,296.44,-247.65,1.32,0.582,-0.251,1.2,0.236,-0.132,9.4,0.19,-0.198,878,390.94,-178.34,0.34,0.186,-0.176
151,7509886,K00678.01,6.04,1.35,1,0.00049,0.124,34,0.51,0.00061,0.0031,0.16,0.00018,0.0012,0.83,0.015,5222,50.96,-48.9,0.81,0.011,-0.01,0.9,0.014,-0.017,9.19,0.166,-0.113,322,5.62,-5.84,0.08,0.06,-0.055
152,7509886,K00678.02,4.139,1.35,1,0.00099,0.122,23,0.5,0.00000001,0.34,0.014,0.022,0.054,0.57,0.015,5222,50.96,-48.9,0.81,0.011,-0.01,0.9,0.014,-0.017,9.19,0.166,-0.113,322,5.62,-5.84,0.08,0.06,-0.055
153,7515212,K00679.01,31.805,2.06,0.00038,4.8,0.213,36,2.34,2.2E-14,0.00038,0.0000019,1.4E-22,0.000000089,1.5E-13,0.017,5866,47.48,-53.48,1.28,0.215,-0.188,1.09,0.072,-0.04,9.75,0.102,-0.156,597,99.79,-87.19,0.12,0.024,-0.042
154,7515212,K00679.02,16.258,0.85,0.00039,11,0.093,30,1.02,1.8E-17,0.0000063,0.00026,0.0000034,0.000023,0.000092,0.007,5866,47.48,-53.48,1.28,0.215,-0.188,1.09,0.072,-0.04,9.75,0.102,-0.156,597,99.79,-87.19,0.12,0.024,-0.042
155,7529266,K00680.01,8.6,9.51,0.0057,9.2,0.074,19,0.5,6E-11,0.0057,4.6E-42,4.5E-18,1E-23,2.2E-65,0.063,6303,123.24,-157.03,1.36,0.665,-0.203,1.24,0.204,-0.111,9.4,0.118,-0.176,901,426.65,-142.43,0.24,0.068,-0.104
156,7598128,K00681.01,44.258,24.48,0.83,10,0.006,258,0.5,0.1,0.7,0.00029,0.0057,0.025,0.000000059,0.148,6413,99.44,-129.51,1.5,0.72,-0.244,1.31,0.227,-0.113,9.36,0.105,-0.14,856,395.98,-140.67,0.16,0.051,-0.081
157,7630229,K00683.01,278.124,6.15,0.0085,0.49,0.051,276,0.54,0.0000098,0.00029,0.006,0.000035,0.0019,0.00025,0.052,5843,86.5,-79.5,1.05,0.078,-0.055,1.05,0.039,-0.036,9.55,0.202,-0.295,649,49.58,-35.8,0.11,0.077,-0.069
158,7730747,K00684.01,4.035,3.51,0.99,15,0.151,62,0.5,0.0092,0.045,0.049,0.2,0.66,0.023,0.039,5297,57.02,-57.34,0.82,0.061,-0.042,0.86,0.039,-0.043,9.65,0.383,-0.428,434,32.63,-24.49,0.09,0.041,-0.054
159,7764367,K00685.01,3.174,3.14,0.00000047,2700,0.138,22,0.5,4.9E-15,0.00000037,4.3E-16,4.5E-11,0.0000001,2.6E-11,0.016,6750,153.8,-232.5,1.81,0.724,-0.361,1.49,0.239,-0.165,9.2,0.117,-0.093,1414,555,-287.28,0.54,0.087,-0.147
160,5807769,K02614.01,7.99,1.52,0.00088,340,0.179,50,1.02,0.000000021,0.00000038,0.00049,0.000017,0.00012,0.00025,0.012,6076,253.12,-259.87,1.17,0.385,-0.183,1.11,0.173,-0.106,9.47,0.239,-0.235,1064,352.24,-181.56,0.36,0.17,-0.198
161,8025596,K02615.01,4.695,1.42,0.00069,350,0.147,87,1.56,0.0000015,0.00000015,0.00038,0.0000029,0.000014,0.00029,0.014,5660,117.93,-105.86,0.93,0.104,-0.065,0.95,0.048,-0.059,9.61,0.298,-0.382,1313,155.52,-99.12,0.14,0.092,-0.089
162,4915638,K02617.01,8.63,1.66,0.0084,130,0.161,142,1.41,0.000012,0.000000014,0.0031,0.0000097,0.000093,0.0052,0.019,5213,82.82,-107.73,0.8,0.049,-0.048,0.84,0.042,-0.047,9.69,0.357,-0.438,982,63.73,-64.86,0.23,0.081,-0.127
163,6351097,K02618.01,12.491,1.24,0.48,36,0.125,74,1.26,0.000077,0.00021,0.11,0.011,0.17,0.19,0.013,5539,148.38,-89.32,0.87,0.098,-0.064,0.9,0.054,-0.056,9.63,0.342,-0.404,693,80.45,-52.44,0.1,0.133,-0.073
164,8081905,K02619.01,3.276,1.82,0.00006,1600,0.197,103,1.53,7.6E-10,6.2E-10,0.000036,0.000000076,0.0000056,0.000017,0.018,5549,64.28,-75.81,0.93,0.171,-0.063,0.95,0.042,-0.042,9.69,0.328,-0.442,1407,259.71,-101.58,0.15,0.037,-0.072
165,11465950,K02620.01,16.057,68.35,1,9.3,0.001,189,1.86,0.0000047,0.011,0.22,0.016,0.19,0.56,0.718,5506,128.04,-121.87,0.87,0.095,-0.065,0.91,0.05,-0.059,9.63,0.368,-0.404,1243,139.42,-100.26,0.18,0.117,-0.112
166,9996632,K02621.01,8.443,1.88,0.00046,480,0.196,82,2.88,0.0000016,0.000029,0.00035,0.00000043,0.0000098,0.000071,0.019,5632,72.75,-64.74,0.9,0.095,-0.065,0.93,0.045,-0.066,9.62,0.339,-0.392,1106,118.94,-85.39,0.07,0.055,-0.047
167,10527135,K02622.01,0.329,1.12,0.0054,8000,0.11,164,1.14,0.00002,0.00000024,0.0019,0.000021,0.00016,0.0033,0.012,5288,50.62,-61.41,0.85,0.06,-0.043,0.89,0.039,-0.041,9.63,0.388,-0.417,869,63.99,-46.61,0.13,0.031,-0.06
168,10916600,K02623.01,5.577,0.98,0.00063,29,0.11,22,1.56,4.6E-09,0.00000049,0.00012,0.000016,0.00043,0.000061,0.007,6241,113.44,-101.57,1.29,0.558,-0.185,1.18,0.181,-0.098,9.46,0.138,-0.209,776,328.69,-115.74,0.09,0.07,-0.062
169,10916600,K02623.02,4.027,0.7,0.00038,6.7,0.057,17,2.55,2.6E-10,3.9E-10,0.000023,0.000022,0.00027,0.000063,0.005,6241,113.44,-101.57,1.29,0.558,-0.185,1.18,0.181,-0.098,9.46,0.138,-0.209,776,328.69,-115.74,0.09,0.07,-0.062
170,8429314,K02624.01,115.686,3.17,0.00013,4.6,0.17,317,1.05,0.000000084,0.000011,0.000081,0.0000024,0.000036,0.0000023,0.03,5759,163.79,-123.82,0.97,0.135,-0.09,0.98,0.065,-0.062,9.59,0.287,-0.37,1115,159.28,-109.72,0.16,0.128,-0.105
171,9153570,K02625.01,3.814,1.54,0.0011,230,0.165,111,1.65,0.00000019,0.000008,0.00057,0.000055,0.00015,0.00036,0.016,5490,68.1,-91.99,0.89,0.121,-0.056,0.92,0.039,-0.041,9.67,0.367,-0.426,1261,173.34,-86.44,0.23,0.044,-0.092
172,4831728,K02739.01,10.108,1.65,0.000074,250,0.181,67,0.66,7.5E-10,0.000031,0.000031,0.00000092,0.0000081,0.0000026,0.016,5611,79.34,-113.22,0.94,0.182,-0.069,0.96,0.046,-0.049,9.67,0.31,-0.418,935,181.28,-73.38,0.2,0.059,-0.106
173,4831728,K02739.02,7.096,1.02,0.069,38,0.104,67,2.7,0.0000062,0.00002,0.022,0.00014,0.0027,0.044,0.01,5611,79.34,-113.22,0.94,0.182,-0.069,0.96,0.046,-0.049,9.67,0.31,-0.418,935,181.28,-73.38,0.2,0.059,-0.106
174,3336765,K02740.01,1.845,1.09,1,19,0.12,47,0.9,0.0045,0.000055,0.14,0.00034,0.0028,0.85,0.009,6042,138.07,-181.4,1.11,0.261,-0.128,1.07,0.103,-0.074,9.53,0.19,-0.291,658,159.03,-78.62,0.23,0.097,-0.138
175,5513893,K02741.01,0.755,0.91,1,1.3,0.095,20,2.01,0.39,0.000035,0.58,0.000043,0.0000051,0.024,0.007,6105,173.76,-190.19,1.19,0.383,-0.162,1.12,0.152,-0.087,9.49,0.191,-0.247,552,182.01,-80.93,0.22,0.118,-0.143
176,5980208,K02742.01,0.789,1.05,0.0029,15000,0.098,34,0.5,0.000035,0.000012,0.00058,0.000028,0.0000043,0.0022,0.014,4502,238.1,-200.67,0.69,0.044,-0.043,0.72,0.052,-0.052,9.63,0.375,-0.366,365,29.7,-30.06,0.43,0.367,-0.314
177,8095441,K02743.01,11.875,1.42,0.0016,180,0.129,56,0.66,0.000028,0.00077,0.00027,0.00026,0.00022,0.000068,0.014,5576,84.96,-66.32,0.89,0.035,-0.031,0.95,0.035,-0.038,9.49,0.254,-0.279,513,22.11,-19.42,0.09,0.08,-0.06
178,5881813,K02744.01,109.647,2.8,0.000053,12,0.195,224,0.69,1.4E-09,0.000028,0.000023,0.0000013,6.7E-13,0.00000022,0.028,5632,149.14,-167.15,0.92,0.128,-0.075,0.94,0.06,-0.065,9.63,0.32,-0.4,954,136.29,-85.57,0.27,0.119,-0.151
179,5881813,K02744.02,11.615,1.29,0.26,43,0.129,131,1.92,0.000000013,0.000064,0.074,0.0026,0.031,0.15,0.013,5632,149.14,-167.15,0.92,0.128,-0.075,0.94,0.06,-0.065,9.63,0.32,-0.4,954,136.29,-85.57,0.27,0.119,-0.151
180,12456601,K02745.01,15.646,2.29,0.000081,310,0.211,104,0.75,0.00000016,0.0000053,0.000071,0.0000013,0.0000008,0.0000027,0.023,5619,91.31,-83.86,0.91,0.152,-0.065,0.94,0.045,-0.052,9.63,0.34,-0.411,1048,175.93,-80.54,0.11,0.073,-0.073
181,5302643,K02746.01,69.2,163.98,1,5.6,0.001,713,0.5,0.0041,0.41,0.14,0.037,0.35,0.065,0.988,6646,250.43,-161.96,1.52,0.2,-0.18,1.35,0.095,-0.107,9.26,0.132,-0.133,2483,321.36,-308.74,0.15,0.153,-0.102
182,6586746,K02747.01,6.264,1.44,0.0003,700,0.139,82,0.51,3.6E-13,0.00000027,0.00011,0.000014,0.000032,0.00014,0.018,4902,68.96,-63.71,0.74,0.032,-0.043,0.77,0.039,-0.046,9.68,0.359,-0.402,627,31.54,-38.83,0.12,0.081,-0.083
183,9962455,K02748.01,23.199,1.35,0.000047,34,0.216,42,0.93,2.7E-14,0.00000037,0.000045,7E-11,0.00000048,0.0000015,0.014,5486,85.18,-65.27,1.43,0.191,-0.275,0.96,0.06,-0.043,10.08,0.063,-0.089,902,121.67,-171.55,0.09,0.088,-0.061
184,11768142,K02626.01,38.097,1.52,0.35,4.5,0.098,328,1.08,0.0000003,2.2E-17,0.18,0.000000028,0.0000018,0.18,0.029,3530,26.64,-26.33,0.33,0.018,-0.018,0.34,0.023,-0.022,9.57,0.418,-0.398,149,9.29,-9.06,0.11,0.065,-0.067
